file,relative_path,input_format_detected,knot_id,harmonics_N,scale_m_per_unit,length_series_units,length_m,writhe,crossing_est,sigma,sigma_source,Hvortex_X(b0=3.000),hyperbolic_volume_meta,Hvortex_Vol(Vol/Vol(4_1)),H_used,xi,K_fluid_kg_per_m,K_energy_kg_per_m,mass_fluid_kg,mass_energy_kg,mass_fluid_over_m_e,mass_fluid_over_m_p,mass_energy_over_m_e,mass_energy_over_m_p,fit_source_txt_found,fit_rms_raw_vs_fs,fit_rel_bbox,type_meta,chiral_meta
knot_7.2_ideal.txt,knot_7.2\knot_7.2_ideal.txt,ideal,7_2,100,1.0,106.77425686159516,106.77425686159516,5.856454228452711,8,1.0,writhe_fallback,5.0,,,5.0,1.0,9.844625550645778e-39,8.226091068037216e-09,5.255762886254375e-36,4.3916738033273975e-06,5.769614123718306e-06,3.142230059175325e-09,4.8210438238585126e+24,2.625622527796868e+21,True,0.4636238019463588,0.02039744619823495,,
knot_7.3.fseries,knot_7.3\knot_7.3.fseries,fseries,7_3,100,1.0,143.5782240956117,143.5782240956117,-7.350510994744264,8,-1.0,writhe_fallback,-5.0,,,-5.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-7.06736926724002e-36,-5.905437733987786e-06,-7.758339640557975e-06,-4.225323826707099e-09,-6.482807100347924e+24,-3.5306470938511304e+21,True,0.34367623444204787,0.011250521784978871,,
knot_7.3_ideal.txt,knot_7.3\knot_7.3_ideal.txt,ideal,7_3,100,1.0,143.5782240956117,143.5782240956117,-7.350510994744264,8,-1.0,writhe_fallback,-5.0,,,-5.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-7.06736926724002e-36,-5.905437733987786e-06,-7.758339640557975e-06,-4.225323826707099e-09,-6.482807100347924e+24,-3.5306470938511304e+21,True,0.34367623444204787,0.011250521784978871,,
knot_7.4.fseries,knot_7.4\knot_7.4.fseries,fseries,7_4,100,1.0,123.11603125613449,123.11603125613449,-5.855373291875797,7,-1.0,writhe_fallback,-4.0,,,-4.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-4.848124907992983e-36,-4.051054740193115e-06,-5.322121744849396e-06,-2.898518092658651e-09,-4.447122739517544e+24,-2.421978740572773e+21,True,0.4762014963478231,0.018111099185672868,,
knot_7.4_ideal.txt,knot_7.4\knot_7.4_ideal.txt,ideal,7_4,100,1.0,123.11603125613449,123.11603125613449,-5.855373291875797,7,-1.0,writhe_fallback,-4.0,,,-4.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-4.848124907992983e-36,-4.051054740193115e-06,-5.322121744849396e-06,-2.898518092658651e-09,-4.447122739517544e+24,-2.421978740572773e+21,True,0.4762014963478231,0.018111099185672868,,
knot_8.17.fseries,knot_8.17\knot_8.17.fseries,fseries,8_17,100,1.0,106.05110117054548,106.05110117054548,-0.010030103282419505,10,-1.0,writhe_fallback,-7.0,,,-7.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-7.308233661803707e-36,-6.106702112661747e-06,-8.02275313158704e-06,-4.3693279146317096e-09,-6.70374891734573e+24,-3.6509757681458857e+21,True,0.4514936434256946,0.02354530822753295,,
knot_8.17_ideal.txt,knot_8.17\knot_8.17_ideal.txt,ideal,8_17,100,1.0,106.05110117054548,106.05110117054548,-0.010030103282419505,10,-1.0,writhe_fallback,-7.0,,,-7.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-7.308233661803707e-36,-6.106702112661747e-06,-8.02275313158704e-06,-4.3693279146317096e-09,-6.70374891734573e+24,-3.6509757681458857e+21,True,0.4514936434256946,0.02354530822753295,,
knot_8.18.fseries,knot_8.18\knot_8.18.fseries,fseries,8_18,100,1.0,121.84832893407481,121.84832893407481,-0.02827155299172523,12,-1.0,writhe_fallback,-9.0,,,-9.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-1.0795960550950958e-35,-9.021019052698683e-06,-1.1851471959813523e-05,-6.454513358962677e-09,-9.902996018504777e+24,-5.393340195372578e+21,True,0.3173853806309809,0.01688730395567474,,
knot_8.18_ideal.txt,knot_8.18\knot_8.18_ideal.txt,ideal,8_18,100,1.0,121.84832893407481,121.84832893407481,-0.02827155299172523,12,-1.0,writhe_fallback,-9.0,,,-9.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-1.0795960550950958e-35,-9.021019052698683e-06,-1.1851471959813523e-05,-6.454513358962677e-09,-9.902996018504777e+24,-5.393340195372578e+21,True,0.3173853806309809,0.01688730395567474,,
knot_8.1.fseries,knot_8.1\knot_8.1.fseries,fseries,8_1,100,1.0,119.28508258171426,119.28508258171426,2.4646963473927843,9,1.0,writhe_fallback,6.0,,,6.0,1.0,9.844625550645778e-39,8.226091068037216e-09,7.045901830769016e-36,5.8874997142531286e-06,7.73477335202029e-06,4.2124892248362554e-09,6.463115296464744e+24,3.5199226022726127e+21,True,0.4746294468579939,0.01944023143190417,,
knot_8.1_ideal.txt,knot_8.1\knot_8.1_ideal.txt,ideal,8_1,100,1.0,119.28508258171426,119.28508258171426,2.4646963473927843,9,1.0,writhe_fallback,6.0,,,6.0,1.0,9.844625550645778e-39,8.226091068037216e-09,7.045901830769016e-36,5.8874997142531286e-06,7.73477335202029e-06,4.2124892248362554e-09,6.463115296464744e+24,3.5199226022726127e+21,True,0.4746294468579939,0.01944023143190417,,
knot_8.2.1.fseries,knot_8.2.1\knot_8.2.1.fseries,fseries,8_2_1,100,1.0,148.3961636783773,148.3961636783773,-5.126836431945919,11,-1.0,writhe_fallback,-8.0,,,-8.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-1.1687237316527729e-35,-9.765762852525505e-06,-1.2829888057743406e-05,-6.9873754199898995e-09,-1.0720552753659307e+25,-5.838595509367166e+21,True,2.418880766286196,0.08971825765728579,,
knot_8.2.1_ideal.txt,knot_8.2.1\knot_8.2.1_ideal.txt,ideal,8_2_1,100,1.0,148.3961636783773,148.3961636783773,-5.126836431945919,11,-1.0,writhe_fallback,-8.0,,,-8.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-1.1687237316527729e-35,-9.765762852525505e-06,-1.2829888057743406e-05,-6.9873754199898995e-09,-1.0720552753659307e+25,-5.838595509367166e+21,True,2.418880766286196,0.08971825765728579,,
knot_9.1.fseries,knot_9.1\knot_9.1.fseries,fseries,9_1,100,1.0,127.18702082984483,127.18702082984483,11.674106241147959,9,1.0,writhe_fallback,6.0,,,6.0,1.0,9.844625550645778e-39,8.226091068037216e-09,7.512651569832043e-36,6.277512096111899e-06,8.24715679568418e-06,4.491541969782539e-09,6.891258840132302e+24,3.7530968637927284e+21,True,0.464053037081526,0.019686251510875902,,
knot_9.1_ideal.txt,knot_9.1\knot_9.1_ideal.txt,ideal,9_1,100,1.0,127.18702082984483,127.18702082984483,11.674106241147959,9,1.0,writhe_fallback,6.0,,,6.0,1.0,9.844625550645778e-39,8.226091068037216e-09,7.512651569832043e-36,6.277512096111899e-06,8.24715679568418e-06,4.491541969782539e-09,6.891258840132302e+24,3.7530968637927284e+21,True,0.464053037081526,0.019686251510875902,,
knot_9.2.20.fseries,knot_9.2.20\knot_9.2.20.fseries,fseries,9_2_20,100,1.0,137.7789148963276,137.7789148963276,8.222539433792205,9,1.0,writhe_fallback,6.0,,,6.0,1.0,9.844625550645778e-39,8.226091068037216e-09,8.13829095557182e-36,6.8002914071552414e-06,8.933964384694571e-06,4.8655890732424435e-09,7.465149816925012e+24,4.065647658230499e+21,True,1.2462643158845617,0.052816507800263646,,
knot_9.2.20_ideal.txt,knot_9.2.20\knot_9.2.20_ideal.txt,ideal,9_2_20,100,1.0,137.7789148963276,137.7789148963276,8.222539433792205,9,1.0,writhe_fallback,6.0,,,6.0,1.0,9.844625550645778e-39,8.226091068037216e-09,8.13829095557182e-36,6.8002914071552414e-06,8.933964384694571e-06,4.8655890732424435e-09,7.465149816925012e+24,4.065647658230499e+21,True,1.2462643158845617,0.052816507800263646,,
knot_9.2.40.fseries,knot_9.2.40\knot_9.2.40.fseries,fseries,9_2_40,100,1.0,156.22201872807554,156.22201872807554,-8.574620942644822,15,-1.0,writhe_fallback,-12.0,,,-12.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-1.8455367325726508e-35,-1.542115863467718e-05,-2.0259732085593834e-05,-1.1033794944533433e-08,-1.6928871524138176e+25,-9.219751586572711e+21,True,2.621929161007948,0.107574311438212,,
knot_9.2.40_ideal.txt,knot_9.2.40\knot_9.2.40_ideal.txt,ideal,9_2_40,100,1.0,156.22201872807554,156.22201872807554,-8.574620942644822,15,-1.0,writhe_fallback,-12.0,,,-12.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-1.8455367325726508e-35,-1.542115863467718e-05,-2.0259732085593834e-05,-1.1033794944533433e-08,-1.6928871524138176e+25,-9.219751586572711e+21,True,2.621929161007948,0.107574311438212,,
knot_9.2.fseries,knot_9.2\knot_9.2.fseries,fseries,9_2,100,1.0,134.54141881045533,134.54141881045533,7.263777318157745,10,1.0,writhe_fallback,7.0,,,7.0,1.0,9.844625550645778e-39,8.226091068037216e-09,9.2715692246908e-36,7.747249744904186e-06,1.0178042256760018e-05,5.543135058421709e-09,8.504691424545528e+24,4.6317997122821664e+21,True,0.35502772923285614,0.01424938621486798,,
knot_9.2_ideal.txt,knot_9.2\knot_9.2_ideal.txt,ideal,9_2,100,1.0,134.54141881045533,134.54141881045533,7.263777318157745,10,1.0,writhe_fallback,7.0,,,7.0,1.0,9.844625550645778e-39,8.226091068037216e-09,9.2715692246908e-36,7.747249744904186e-06,1.0178042256760018e-05,5.543135058421709e-09,8.504691424545528e+24,4.6317997122821664e+21,True,0.35502772923285614,0.01424938621486798,,
knot_9.35.fseries,knot_9.35\knot_9.35.fseries,fseries,9_35,100,1.0,157.4941450585082,157.4941450585082,7.138004273976117,12,1.0,writhe_fallback,9.0,,,9.0,1.0,9.844625550645778e-39,8.226091068037216e-09,1.3954237960680922e-35,1.1660050619405567e-05,1.531853132762773e-05,8.34273290517216e-09,1.2800043341555104e+25,6.971121479552372e+21,True,0.41017714152690743,0.013974694997611772,,
knot_9.35_ideal.txt,knot_9.35\knot_9.35_ideal.txt,ideal,9_35,100,1.0,157.4941450585082,157.4941450585082,7.138004273976117,12,1.0,writhe_fallback,9.0,,,9.0,1.0,9.844625550645778e-39,8.226091068037216e-09,1.3954237960680922e-35,1.1660050619405567e-05,1.531853132762773e-05,8.34273290517216e-09,1.2800043341555104e+25,6.971121479552372e+21,True,0.41017714152690743,0.013974694997611772,,
knot_T2.3.fseries,knot_T2.3\knot_T2.3.fseries,fseries,T2_3,100,1.0,34.153800417912024,34.153800417912024,-3.3876939474974104,3,-1.0,writhe_fallback,-0.0,,,-0.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,True,0.41825493153179943,0.04668454830881284,,
knot_T2.3_ideal.txt,knot_T2.3\knot_T2.3_ideal.txt,ideal,T2_3,100,1.0,34.153800417912024,34.153800417912024,-3.3876939474974104,3,-1.0,writhe_fallback,-0.0,,,-0.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,True,0.41825493153179943,0.04668454830881284,,
knot_T2.5.fseries,knot_T2.5\knot_T2.5.fseries,fseries,T2_5,100,1.0,47.758461403540224,47.758461403540224,-6.164457453071002,5,-1.0,writhe_fallback,-2.0,,,-2.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-9.403283387856447e-37,-7.857309055497247e-07,-1.0322633995874004e-06,-5.621882180709255e-10,-8.62551113551559e+23,-4.697600183407319e+20,True,0.40968453385350106,0.037452666995932804,,
knot_T2.5_ideal.txt,knot_T2.5\knot_T2.5_ideal.txt,ideal,T2_5,100,1.0,47.758461403540224,47.758461403540224,-6.164457453071002,5,-1.0,writhe_fallback,-2.0,,,-2.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-9.403283387856447e-37,-7.857309055497247e-07,-1.0322633995874004e-06,-5.621882180709255e-10,-8.62551113551559e+23,-4.697600183407319e+20,True,0.40968453385350106,0.037452666995932804,,
knot_T2.7.fseries,knot_T2.7\knot_T2.7.fseries,fseries,T2_7,100,1.0,60.96395879264375,60.96395879264375,-8.93939124119658,7,-1.0,writhe_fallback,-4.0,,,-4.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-2.400669385594308e-36,-2.0059803075854228e-06,-2.6353806846439026e-06,-1.435273178948982e-09,-2.2021032084257326e+24,-1.199302890374649e+21,True,0.4478318047873306,0.034470316866212325,,
knot_T2.7_ideal.txt,knot_T2.7\knot_T2.7_ideal.txt,ideal,T2_7,100,1.0,60.96395879264375,60.96395879264375,-8.93939124119658,7,-1.0,writhe_fallback,-4.0,,,-4.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-2.400669385594308e-36,-2.0059803075854228e-06,-2.6353806846439026e-06,-1.435273178948982e-09,-2.2021032084257326e+24,-1.199302890374649e+21,True,0.4478318047873306,0.034470316866212325,,
knot_TL2.4.fseries,knot_TL2.4\knot_TL2.4.fseries,fseries,TL2_4,100,1.0,84.63192591430891,84.63192591430891,-3.6664642581513935,6,-1.0,writhe_fallback,-3.0,,,-3.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-2.499508860769098e-36,-2.0885697895034516e-06,-2.7438836069200986e-06,-1.494365717301426e-09,-2.292767390135884e+24,-1.2486801469729763e+21,True,1.8331379451678036,0.10208709375834603,,
knot_TL2.4_ideal.txt,knot_TL2.4\knot_TL2.4_ideal.txt,ideal,TL2_4,100,1.0,84.63192591430891,84.63192591430891,-3.6664642581513935,6,-1.0,writhe_fallback,-3.0,,,-3.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-2.499508860769098e-36,-2.0885697895034516e-06,-2.7438836069200986e-06,-1.494365717301426e-09,-2.292767390135884e+24,-1.2486801469729763e+21,True,1.8331379451678036,0.10208709375834603,,
knot_TL2.6.fseries,knot_TL2.6\knot_TL2.6.fseries,fseries,TL2_6,100,1.0,101.92237676235618,101.92237676235618,-6.3608342240370925,9,-1.0,writhe_fallback,-6.0,,,-6.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-6.020325806743423e-36,-5.030536518707653e-06,-6.608927677239113e-06,-3.5993345067855375e-09,-5.522367575623472e+24,-3.007575380579551e+21,True,1.3269908750005666,0.06890795208968677,,
knot_TL2.6_ideal.txt,knot_TL2.6\knot_TL2.6_ideal.txt,ideal,TL2_6,100,1.0,101.92237676235618,101.92237676235618,-6.3608342240370925,9,-1.0,writhe_fallback,-6.0,,,-6.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-6.020325806743423e-36,-5.030536518707653e-06,-6.608927677239113e-06,-3.5993345067855375e-09,-5.522367575623472e+24,-3.007575380579551e+21,True,1.3269908750005666,0.06890795208968677,,
knot_TL2.8.fseries,knot_TL2.8\knot_TL2.8.fseries,fseries,TL2_8,100,1.0,121.60251680104776,121.60251680104776,-9.028327531931978,9,-1.0,writhe_fallback,-6.0,,,-6.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-7.182787463534564e-36,-6.001880263847667e-06,-7.88504217069241e-06,-4.294328181283486e-09,-6.588678730109222e+24,-3.5883065855114556e+21,True,1.1072569868916007,0.04818238492496406,,
knot_TL2.8_ideal.txt,knot_TL2.8\knot_TL2.8_ideal.txt,ideal,TL2_8,100,1.0,121.60251680104776,121.60251680104776,-9.028327531931978,9,-1.0,writhe_fallback,-6.0,,,-6.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-7.182787463534564e-36,-6.001880263847667e-06,-7.88504217069241e-06,-4.294328181283486e-09,-6.588678730109222e+24,-3.5883065855114556e+21,True,1.1072569868916007,0.04818238492496406,,
knot_TL3.3_Gear.fseries,knot_TL3.3_Gear\knot_TL3.3_Gear.fseries,fseries,TL3_3_Gear,100,1.0,130.20084867980833,130.20084867980833,-9.042246813681343,13,-1.0,writhe_fallback,-10.0,,,-10.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-1.2817786016290057e-35,-1.0710440383758364e-05,-1.40709694928971e-05,-7.663289494623219e-09,-1.1757590562350256e+25,-6.403383951903415e+21,True,4.262497785468151,0.21058981694651968,,
knot_TL3.3_Gear_ideal.txt,knot_TL3.3_Gear\knot_TL3.3_Gear_ideal.txt,ideal,TL3_3_Gear,100,1.0,130.20084867980833,130.20084867980833,-9.042246813681343,13,-1.0,writhe_fallback,-10.0,,,-10.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-1.2817786016290057e-35,-1.0710440383758364e-05,-1.40709694928971e-05,-7.663289494623219e-09,-1.1757590562350256e+25,-6.403383951903415e+21,True,4.262497785468151,0.21058981694651968,,
knot_TL3.6.fseries,knot_TL3.6\knot_TL3.6.fseries,fseries,TL3_6,100,1.0,170.3585731397832,170.3585731397832,-11.202917868214593,19,-1.0,writhe_fallback,-16.0,,,-16.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-2.6833861790455473e-35,-2.242216218989977e-05,-2.9457384461735718e-05,-1.6042992986279186e-08,-2.4614356936361803e+25,-1.3405397760441791e+22,True,3.9332785999412376,0.16303050948523914,,
knot_TL3.6_ideal.txt,knot_TL3.6\knot_TL3.6_ideal.txt,ideal,TL3_6,100,1.0,170.3585731397832,170.3585731397832,-11.202917868214593,19,-1.0,writhe_fallback,-16.0,,,-16.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-2.6833861790455473e-35,-2.242216218989977e-05,-2.9457384461735718e-05,-1.6042992986279186e-08,-2.4614356936361803e+25,-1.3405397760441791e+22,True,3.9332785999412376,0.16303050948523914,,
knot_TL3.9.fseries,knot_TL3.9\knot_TL3.9.fseries,fseries,TL3_9,100,1.0,222.72582501188583,222.72582501188583,-22.844580394858703,26,-1.0,writhe_fallback,-23.0,,,-23.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-5.043100399711544e-35,-4.213974715428437e-05,-5.536159816037961e-05,-3.015086869473691e-08,-4.6259712550417e+25,-2.5193826863944928e+22,True,4.353931359528257,0.15441734034506197,,
knot_TL3.9_ideal.txt,knot_TL3.9\knot_TL3.9_ideal.txt,ideal,TL3_9,100,1.0,222.72582501188583,222.72582501188583,-22.844580394858703,26,-1.0,writhe_fallback,-23.0,,,-23.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-5.043100399711544e-35,-4.213974715428437e-05,-5.536159816037961e-05,-3.015086869473691e-08,-4.6259712550417e+25,-2.5193826863944928e+22,True,4.353931359528257,0.15441734034506197,,
knot_TL6.15.fseries,knot_TL6.15\knot_TL6.15.fseries,fseries,TL6_15,100,1.0,356.2647280597135,356.2647280597135,-75.79663848424742,83,-1.0,writhe_fallback,-80.0,,,-80.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-2.80583427572042e-34,-0.00023445328778789735,-0.0003080158183762087,-1.677506575742126e-07,-2.573755760768876e+26,-1.4017111964589457e+23,True,2.845699807107495,0.10076832558554191,,
knot_TL6.15_ideal.txt,knot_TL6.15\knot_TL6.15_ideal.txt,ideal,TL6_15,100,1.0,356.2647280597135,356.2647280597135,-75.79663848424742,83,-1.0,writhe_fallback,-80.0,,,-80.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-2.80583427572042e-34,-0.00023445328778789735,-0.0003080158183762087,-1.677506575742126e-07,-2.573755760768876e+26,-1.4017111964589457e+23,True,2.845699807107495,0.10076832558554191,,
knot_TL6.9.fseries,knot_TL6.9\knot_TL6.9.fseries,fseries,TL6_9,100,1.0,237.2044126916178,237.2044126916178,-46.49979559858255,51,-1.0,writhe_fallback,-48.0,,,-48.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-1.1208905385167166e-34,-9.366072482599348e-05,-0.00012304790041198338,-6.701398102231619e-08,-1.028178501368548e+26,-5.599635129699062e+22,True,1.3627854888521154,0.05895634472034455,,
knot_TL6.9_ideal.txt,knot_TL6.9\knot_TL6.9_ideal.txt,ideal,TL6_9,100,1.0,237.2044126916178,237.2044126916178,-46.49979559858255,51,-1.0,writhe_fallback,-48.0,,,-48.0,1.0,9.844625550645778e-39,8.226091068037216e-09,-1.1208905385167166e-34,-9.366072482599348e-05,-0.00012304790041198338,-6.701398102231619e-08,-1.028178501368548e+26,-5.599635129699062e+22,True,1.3627854888521154,0.05895634472034455,,
